,0,1,2,3,4,5,6,7,8,9,file
21,0.0,0.0,0.0,0.0,0.2,0.05,0.04,0.01,0.0,0.0,Abdulaziz_Kamilov_0001.jpg
22,0.0,0.0,0.0,0.01,0.14,0.02,0.04,0.04,0.02,0.0,Abdullah_0001.jpg
23,0.0,0.0,0.0,0.0,0.16,0.05,0.05,0.02,0.0,0.0,Abdullah_0002.jpg
24,0.0,0.0,0.0,0.0,0.12,0.09,0.08,0.04,0.03,0.0,Abdullah_0003.jpg
25,0.0,0.0,0.0,0.0,0.03,0.02,0.04,0.05,0.03,0.01,Abdullah_0004.jpg
26,0.0,0.0,0.0,0.0,0.14,0.03,0.04,0.01,0.0,0.0,Abdullah_Ahmad_Badawi_0001.jpg
27,0.0,0.0,0.0,0.0,0.06,0.12,0.11,0.0,0.0,0.0,Abdullah_al-Attiyah_0001.jpg
28,0.0,0.0,0.0,0.0,0.04,0.06,0.07,0.02,0.0,0.0,Abdullah_al-Attiyah_0002.jpg
29,0.0,0.0,0.0,0.0,0.3,0.01,0.03,0.01,0.0,0.0,Abdullah_al-Attiyah_0003.jpg
30,0.0,0.0,0.0,0.02,0.29,0.04,0.02,0.01,0.0,0.0,Abdullah_Gul_0001.jpg
31,0.0,0.0,0.0,0.0,0.32,0.03,0.02,0.02,0.01,0.0,Abdullah_Gul_0002.jpg
32,0.0,0.0,0.0,0.01,0.19,0.02,0.03,0.03,0.01,0.0,Abdullah_Gul_0003.jpg
33,0.0,0.0,0.0,0.01,0.32,0.07,0.03,0.01,0.0,0.0,Abdullah_Gul_0004.jpg
34,0.0,0.0,0.0,0.01,0.29,0.09,0.05,0.0,0.0,0.0,Abdullah_Gul_0005.jpg
35,0.0,0.0,0.0,0.05,0.2,0.01,0.01,0.01,0.01,0.0,Abdullah_Gul_0006.jpg
36,0.0,0.0,0.0,0.01,0.29,0.02,0.03,0.02,0.01,0.0,Abdullah_Gul_0007.jpg
37,0.0,0.0,0.0,0.01,0.42,0.03,0.03,0.03,0.01,0.0,Abdullah_Gul_0008.jpg
38,0.0,0.0,0.0,0.0,0.32,0.02,0.02,0.02,0.01,0.0,Abdullah_Gul_0009.jpg
39,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.08,0.03,0.0,Abdullah_Gul_0010.jpg
40,0.0,0.0,0.0,0.01,0.14,0.0,0.02,0.03,0.01,0.0,Abdullah_Gul_0011.jpg
41,0.0,0.0,0.0,0.0,0.12,0.05,0.06,0.02,0.01,0.0,Abdullah_Gul_0012.jpg
42,0.0,0.0,0.0,0.0,0.11,0.01,0.01,0.0,0.01,0.0,Abdullah_Gul_0013.jpg
43,0.0,0.0,0.0,0.0,0.13,0.05,0.06,0.05,0.01,0.0,Abdullah_Gul_0014.jpg
44,0.0,0.0,0.0,0.0,0.13,0.05,0.06,0.05,0.01,0.0,Abdullah_Gul_0015.jpg
45,0.0,0.0,0.0,0.0,0.29,0.01,0.0,0.01,0.01,0.0,Abdullah_Gul_0016.jpg
46,0.0,0.0,0.0,0.02,0.16,0.07,0.04,0.01,0.0,0.0,Abdullah_Gul_0017.jpg
47,0.0,0.0,0.01,0.02,0.14,0.01,0.01,0.02,0.01,0.0,Abdullah_Gul_0018.jpg
48,0.0,0.0,0.0,0.0,0.32,0.01,0.0,0.01,0.01,0.0,Abdullah_Gul_0019.jpg
49,0.0,0.0,0.0,0.01,0.18,0.01,0.01,0.0,0.0,0.0,Abdullah_Nasseef_0001.jpg
50,0.0,0.0,0.0,0.0,0.13,0.03,0.03,0.01,0.0,0.0,Abdullatif_Sener_0001.jpg
51,0.0,0.0,0.0,0.05,0.3,0.01,0.02,0.01,0.01,0.0,Abdullatif_Sener_0002.jpg
52,0.0,0.0,0.0,0.0,0.03,0.01,0.01,0.06,0.02,0.0,Abdul_Majeed_Shobokshi_0001.jpg
53,0.0,0.0,0.0,0.0,0.05,0.03,0.05,0.02,0.01,0.0,Abdul_Rahman_0001.jpg
54,0.0,0.0,0.0,0.0,0.19,0.05,0.05,0.02,0.0,0.0,Abel_Aguilar_0001.jpg
55,0.0,0.0,0.0,0.0,0.21,0.06,0.03,0.01,0.0,0.0,Abel_Pacheco_0001.jpg
56,0.0,0.0,0.0,0.01,0.37,0.14,0.05,0.01,0.0,0.0,Abel_Pacheco_0002.jpg
57,0.0,0.0,0.0,0.01,0.39,0.08,0.06,0.01,0.0,0.0,Abel_Pacheco_0003.jpg
58,0.0,0.0,0.0,0.01,0.18,0.08,0.03,0.01,0.0,0.0,Abel_Pacheco_0004.jpg
59,0.0,0.0,0.0,0.0,0.03,0.01,0.01,0.0,0.0,0.0,Abid_Hamid_Mahmud_Al-Tikriti_0001.jpg
60,0.0,0.0,0.04,0.07,0.14,0.01,0.01,0.01,0.01,0.0,Abid_Hamid_Mahmud_Al-Tikriti_0002.jpg
61,0.0,0.0,0.0,0.01,0.14,0.04,0.03,0.01,0.0,0.0,Abid_Hamid_Mahmud_Al-Tikriti_0003.jpg
62,0.0,0.0,0.0,0.01,0.18,0.03,0.09,0.02,0.0,0.0,Abner_Martinez_0001.jpg
63,0.0,0.0,0.0,0.0,0.47,0.06,0.05,0.01,0.0,0.0,Abraham_Foxman_0001.jpg
64,0.0,0.0,0.0,0.02,0.31,0.1,0.04,0.01,0.0,0.0,Aby_Har-Even_0001.jpg
65,0.0,0.0,0.0,0.02,0.23,0.02,0.0,0.0,0.0,0.0,Adam_Ant_0001.jpg
66,0.0,0.0,0.0,0.08,0.28,0.03,0.02,0.0,0.0,0.0,Adam_Freier_0001.jpg
67,0.0,0.0,0.0,0.0,0.23,0.02,0.04,0.02,0.0,0.0,Adam_Herbert_0001.jpg
68,0.0,0.0,0.0,0.03,0.33,0.02,0.02,0.01,0.0,0.0,Adam_Kennedy_0001.jpg
69,0.0,0.0,0.0,0.0,0.18,0.13,0.04,0.01,0.02,0.0,Adam_Mair_0001.jpg
70,0.0,0.0,0.03,0.04,0.06,0.0,0.0,0.0,0.0,0.0,Adam_Rich_0001.jpg
71,0.0,0.0,0.0,0.01,0.36,0.04,0.04,0.01,0.01,0.0,Adam_Sandler_0001.jpg
72,0.0,0.0,0.0,0.0,0.23,0.13,0.1,0.02,0.0,0.0,Adam_Sandler_0002.jpg
73,0.0,0.0,0.0,0.04,0.34,0.08,0.04,0.01,0.0,0.0,Adam_Sandler_0003.jpg
74,0.0,0.0,0.01,0.01,0.13,0.16,0.1,0.01,0.01,0.0,Adam_Sandler_0004.jpg
75,0.0,0.0,0.0,0.0,0.05,0.03,0.01,0.0,0.0,0.0,Adam_Scott_0001.jpg
76,0.0,0.0,0.0,0.0,0.16,0.01,0.03,0.01,0.0,0.0,Adam_Scott_0002.jpg
77,0.0,0.0,0.0,0.0,0.24,0.04,0.05,0.02,0.01,0.0,Adelina_Avila_0001.jpg
78,0.0,0.0,0.0,0.0,0.2,0.04,0.02,0.0,0.0,0.0,Adel_Al-Jubeir_0001.jpg
79,0.0,0.0,0.0,0.0,0.15,0.01,0.01,0.0,0.0,0.0,Adel_Al-Jubeir_0002.jpg
80,0.0,0.0,0.0,0.0,0.15,0.02,0.02,0.0,0.04,0.0,Adel_Al-Jubeir_0003.jpg
81,0.0,0.0,0.0,0.07,0.26,0.03,0.0,0.0,0.0,0.0,Adisai_Bodharamik_0001.jpg
82,0.0,0.0,0.0,0.0,0.1,0.02,0.02,0.0,0.0,0.0,Adolfo_Aguilar_Zinser_0001.jpg
83,0.0,0.0,0.02,0.09,0.29,0.0,0.01,0.01,0.0,0.0,Adolfo_Aguilar_Zinser_0002.jpg
84,0.0,0.0,0.0,0.0,0.11,0.04,0.03,0.0,0.0,0.0,Adolfo_Aguilar_Zinser_0003.jpg
85,0.0,0.0,0.0,0.0,0.11,0.08,0.02,0.0,0.0,0.0,Adolfo_Rodriguez_Saa_0001.jpg
86,0.0,0.0,0.0,0.0,0.13,0.0,0.01,0.0,0.01,0.0,Adolfo_Rodriguez_Saa_0002.jpg
87,0.0,0.0,0.0,0.0,0.17,0.12,0.11,0.03,0.01,0.0,Adoor_Gopalakarishnan_0001.jpg
88,0.0,0.0,0.0,0.0,0.26,0.04,0.01,0.0,0.0,0.0,Adriana_Lima_0001.jpg
89,0.0,0.0,0.0,0.0,0.36,0.08,0.04,0.01,0.0,0.0,Adriana_Perez_Navarro_0001.jpg
90,0.0,0.0,0.0,0.0,0.43,0.09,0.04,0.01,0.0,0.0,Adrianna_Zuzic_0001.jpg
91,0.0,0.0,0.0,0.0,0.26,0.07,0.05,0.02,0.0,0.0,Adrian_Annus_0001.jpg
92,0.0,0.0,0.0,0.0,0.1,0.11,0.08,0.04,0.02,0.0,Adrian_Fernandez_0001.jpg
93,0.0,0.0,0.0,0.0,0.02,0.02,0.13,0.07,0.03,0.0,Adrian_McPherson_0001.jpg
94,0.0,0.0,0.0,0.0,0.03,0.01,0.06,0.06,0.01,0.0,Adrian_McPherson_0002.jpg
95,0.0,0.0,0.0,0.0,0.07,0.07,0.11,0.07,0.0,0.0,Adrian_Murrell_0001.jpg
96,0.0,0.0,0.0,0.0,0.17,0.02,0.0,0.0,0.0,0.0,Adrian_Nastase_0001.jpg
97,0.0,0.0,0.0,0.0,0.31,0.1,0.02,0.0,0.0,0.0,Adrian_Nastase_0002.jpg
98,0.0,0.0,0.0,0.02,0.44,0.02,0.03,0.03,0.02,0.0,Adrien_Brody_0001.jpg
99,0.0,0.0,0.0,0.01,0.34,0.04,0.03,0.02,0.01,0.0,Adrien_Brody_0002.jpg
100,0.0,0.0,0.02,0.07,0.24,0.03,0.02,0.0,0.0,0.0,Adrien_Brody_0003.jpg
101,0.0,0.0,0.0,0.05,0.17,0.08,0.13,0.03,0.0,0.0,Adrien_Brody_0004.jpg
102,0.0,0.0,0.0,0.0,0.41,0.04,0.02,0.01,0.01,0.0,Adrien_Brody_0005.jpg
103,0.0,0.0,0.0,0.01,0.13,0.04,0.04,0.02,0.01,0.0,Adrien_Brody_0006.jpg
104,0.0,0.0,0.0,0.02,0.1,0.11,0.08,0.03,0.01,0.0,Adrien_Brody_0007.jpg
105,0.0,0.0,0.0,0.0,0.48,0.06,0.04,0.01,0.01,0.0,Adrien_Brody_0008.jpg
106,0.0,0.0,0.0,0.0,0.25,0.09,0.05,0.01,0.0,0.0,Adrien_Brody_0009.jpg
107,0.0,0.0,0.0,0.0,0.14,0.14,0.04,0.0,0.0,0.0,Adrien_Brody_0010.jpg
108,0.0,0.0,0.0,0.0,0.12,0.13,0.06,0.02,0.01,0.0,Adrien_Brody_0011.jpg
109,0.0,0.0,0.0,0.02,0.31,0.04,0.03,0.03,0.0,0.0,Adrien_Brody_0012.jpg
110,0.0,0.0,0.0,0.0,0.42,0.07,0.06,0.0,0.0,0.0,Afton_Smith_0001.jpg
111,0.0,0.0,0.0,0.0,0.04,0.04,0.03,0.01,0.01,0.0,Agbani_Darego_0001.jpg
112,0.0,0.0,0.0,0.0,0.2,0.01,0.0,0.02,0.03,0.0,Agnelo_Queiroz_0001.jpg
113,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.03,0.0,Agnes_Bruckner_0001.jpg
114,0.0,0.0,0.0,0.0,0.12,0.11,0.07,0.02,0.0,0.0,Ahmad_Jbarah_0001.jpg
115,0.0,0.0,0.01,0.06,0.14,0.04,0.1,0.06,0.01,0.0,Ahmad_Masood_0001.jpg
116,0.0,0.0,0.0,0.03,0.08,0.0,0.02,0.01,0.0,0.0,Ahmad_Masood_0002.jpg
117,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,Ahmed_Ahmed_0001.jpg
118,0.0,0.0,0.01,0.05,0.32,0.09,0.04,0.0,0.02,0.0,Ahmed_Chalabi_0001.jpg
119,0.0,0.0,0.02,0.11,0.24,0.01,0.02,0.01,0.0,0.0,Ahmed_Chalabi_0002.jpg
120,0.0,0.0,0.0,0.02,0.32,0.04,0.05,0.02,0.0,0.0,Ahmed_Chalabi_0003.jpg
121,0.0,0.0,0.0,0.03,0.25,0.04,0.05,0.01,0.0,0.0,Ahmed_Chalabi_0004.jpg
122,0.0,0.0,0.0,0.0,0.28,0.03,0.02,0.0,0.0,0.0,Ahmed_Chalabi_0005.jpg
123,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.08,0.02,0.0,Ahmed_Ghazi_0001.jpg
124,0.0,0.0,0.0,0.01,0.37,0.04,0.01,0.02,0.04,0.0,Ahmed_Ibrahim_Bilal_0001.jpg
125,0.0,0.0,0.0,0.05,0.33,0.05,0.03,0.02,0.01,0.0,Ahmed_Lopez_0001.jpg
126,0.0,0.0,0.0,0.0,0.32,0.01,0.01,0.01,0.0,0.0,Ahmed_Qureia_0001.jpg
127,0.0,0.0,0.0,0.01,0.15,0.02,0.02,0.01,0.0,0.0,Ahmet_Demir_0001.jpg
128,0.0,0.0,0.0,0.0,0.39,0.1,0.03,0.0,0.0,0.0,Ahmet_Necdet_Sezer_0001.jpg
129,0.0,0.0,0.0,0.02,0.2,0.05,0.07,0.05,0.01,0.0,Ahmet_Necdet_Sezer_0002.jpg
130,0.0,0.0,0.0,0.01,0.22,0.07,0.05,0.01,0.0,0.0,Aicha_El_Ouafi_0001.jpg
131,0.0,0.0,0.0,0.01,0.25,0.12,0.12,0.02,0.01,0.0,Aicha_El_Ouafi_0002.jpg
132,0.0,0.0,0.0,0.01,0.26,0.03,0.01,0.0,0.0,0.0,Aicha_El_Ouafi_0003.jpg
133,0.0,0.0,0.0,0.0,0.38,0.05,0.03,0.0,0.0,0.0,Aidan_Quinn_0001.jpg
134,0.0,0.0,0.0,0.04,0.26,0.01,0.01,0.01,0.0,0.0,Aileen_Riggin_Soule_0001.jpg
135,0.0,0.0,0.0,0.0,0.28,0.04,0.03,0.01,0.0,0.0,Ainsworth_Dyer_0001.jpg
136,0.0,0.0,0.0,0.0,0.31,0.07,0.04,0.0,0.0,0.0,Ain_Seppik_0001.jpg
137,0.0,0.0,0.0,0.01,0.2,0.05,0.05,0.04,0.02,0.0,Aishwarya_Rai_0001.jpg
138,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.01,0.0,0.0,Aitor_Gonzalez_0001.jpg
139,0.0,0.0,0.0,0.0,0.02,0.09,0.13,0.05,0.01,0.0,Aitor_Gonzalez_0002.jpg
140,0.0,0.0,0.0,0.0,0.15,0.06,0.02,0.01,0.0,0.0,Aiysha_Smith_0001.jpg
141,0.0,0.0,0.0,0.0,0.06,0.01,0.03,0.0,0.0,0.0,Ai_Sugiyama_0001.jpg
142,0.0,0.0,0.0,0.0,0.26,0.07,0.02,0.0,0.0,0.0,Ai_Sugiyama_0002.jpg
143,0.0,0.0,0.0,0.04,0.25,0.07,0.04,0.01,0.0,0.0,Ai_Sugiyama_0003.jpg
144,0.0,0.0,0.0,0.0,0.16,0.16,0.08,0.01,0.0,0.0,Ai_Sugiyama_0004.jpg
145,0.0,0.0,0.0,0.01,0.27,0.12,0.05,0.01,0.01,0.0,Ai_Sugiyama_0005.jpg
146,0.0,0.0,0.0,0.01,0.27,0.04,0.05,0.03,0.0,0.0,Ajit_Agarkar_0001.jpg
147,0.0,0.0,0.0,0.0,0.44,0.12,0.04,0.0,0.0,0.0,AJ_Cook_0001.jpg
148,0.0,0.0,0.0,0.0,0.25,0.05,0.05,0.01,0.0,0.0,AJ_Lamas_0001.jpg
149,0.0,0.0,0.0,0.04,0.25,0.03,0.01,0.0,0.0,0.0,Akbar_Al_Baker_0001.jpg
150,0.0,0.0,0.0,0.0,0.1,0.02,0.0,0.0,0.0,0.0,Akbar_Hashemi_Rafsanjani_0001.jpg
151,0.0,0.0,0.0,0.01,0.1,0.03,0.01,0.0,0.0,0.0,Akbar_Hashemi_Rafsanjani_0002.jpg
152,0.0,0.0,0.0,0.01,0.3,0.01,0.0,0.0,0.0,0.0,Akbar_Hashemi_Rafsanjani_0003.jpg
153,0.0,0.0,0.0,0.01,0.3,0.05,0.05,0.01,0.01,0.0,Akhmed_Zakayev_0001.jpg
154,0.0,0.0,0.0,0.02,0.15,0.01,0.02,0.01,0.0,0.0,Akhmed_Zakayev_0002.jpg
155,0.0,0.0,0.0,0.05,0.21,0.01,0.02,0.02,0.01,0.0,Akhmed_Zakayev_0003.jpg
156,0.0,0.0,0.02,0.03,0.12,0.04,0.02,0.0,0.0,0.0,Akiko_Morigami_0001.jpg
157,0.0,0.0,0.0,0.0,0.19,0.04,0.04,0.02,0.0,0.0,Akmal_Taher_0001.jpg
158,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,Alain_Cervantes_0001.jpg
159,0.0,0.0,0.0,0.0,0.24,0.12,0.04,0.0,0.0,0.0,Alain_Ducasse_0001.jpg
160,0.0,0.0,0.0,0.0,0.18,0.15,0.07,0.04,0.03,0.0,Alanis_Morissette_0001.jpg
161,0.0,0.0,0.0,0.0,0.12,0.05,0.06,0.02,0.01,0.0,Alanna_Ubach_0001.jpg
162,0.0,0.0,0.0,0.01,0.33,0.1,0.06,0.01,0.0,0.0,Alan_Ball_0001.jpg
163,0.0,0.0,0.0,0.01,0.36,0.15,0.04,0.0,0.0,0.0,Alan_Ball_0002.jpg
164,0.0,0.0,0.0,0.0,0.14,0.01,0.0,0.03,0.01,0.0,Alan_Dershowitz_0001.jpg
165,0.0,0.0,0.0,0.0,0.11,0.17,0.17,0.01,0.0,0.0,Alan_Dreher_0001.jpg
166,0.0,0.0,0.0,0.01,0.23,0.06,0.07,0.03,0.01,0.0,Alan_Greenspan_0001.jpg
167,0.0,0.0,0.0,0.03,0.1,0.01,0.02,0.01,0.02,0.0,Alan_Greenspan_0002.jpg
168,0.0,0.0,0.0,0.0,0.3,0.06,0.04,0.0,0.0,0.0,Alan_Greenspan_0003.jpg
169,0.0,0.0,0.0,0.02,0.18,0.06,0.08,0.02,0.01,0.0,Alan_Greenspan_0004.jpg
170,0.0,0.0,0.0,0.0,0.06,0.02,0.02,0.01,0.0,0.0,Alan_Greenspan_0005.jpg
171,0.0,0.0,0.0,0.01,0.16,0.01,0.01,0.02,0.04,0.0,Alan_Greer_0001.jpg
172,0.0,0.0,0.0,0.06,0.29,0.08,0.03,0.01,0.0,0.0,Alan_Jackson_0001.jpg
173,0.0,0.0,0.0,0.0,0.09,0.05,0.02,0.0,0.0,0.0,Alan_Mulally_0001.jpg
174,0.0,0.0,0.0,0.0,0.39,0.04,0.04,0.01,0.0,0.0,Alan_Mulally_0002.jpg
175,0.0,0.0,0.0,0.0,0.34,0.04,0.03,0.01,0.0,0.0,Alan_Stonecipher_0001.jpg
176,0.0,0.0,0.0,0.01,0.29,0.11,0.06,0.0,0.0,0.0,Alan_Tang_Kwong-wing_0001.jpg
177,0.0,0.0,0.0,0.0,0.15,0.01,0.01,0.01,0.0,0.0,Alan_Trammell_0001.jpg
178,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0,0.0,0.0,Alan_Zemaitis_0001.jpg
179,0.0,0.0,0.0,0.0,0.17,0.03,0.02,0.01,0.0,0.0,Alastair_Campbell_0001.jpg
180,0.0,0.0,0.0,0.03,0.16,0.01,0.0,0.0,0.0,0.0,Alastair_Campbell_0002.jpg
181,0.0,0.0,0.0,0.0,0.51,0.06,0.02,0.01,0.01,0.0,Alastair_Campbell_0003.jpg
182,0.0,0.0,0.0,0.0,0.16,0.01,0.0,0.0,0.0,0.0,Alastair_Campbell_0004.jpg
183,0.0,0.0,0.01,0.04,0.06,0.0,0.01,0.0,0.04,0.01,Alastair_Campbell_0005.jpg
184,0.0,0.0,0.0,0.0,0.14,0.13,0.09,0.0,0.0,0.0,Alastair_Johnston_0001.jpg
185,0.0,0.0,0.0,0.0,0.12,0.11,0.07,0.02,0.01,0.0,Albaro_Recoba_0001.jpg
186,0.0,0.0,0.0,0.01,0.23,0.06,0.07,0.03,0.0,0.0,Alberta_Lee_0001.jpg
187,0.0,0.0,0.0,0.0,0.16,0.05,0.04,0.02,0.02,0.0,Alberto_Acosta_0001.jpg
188,0.0,0.0,0.0,0.0,0.31,0.09,0.04,0.01,0.0,0.0,Alberto_Fujimori_0001.jpg
189,0.0,0.0,0.0,0.02,0.17,0.05,0.06,0.03,0.01,0.0,Alberto_Fujimori_0002.jpg
190,0.0,0.0,0.0,0.0,0.3,0.07,0.04,0.02,0.02,0.0,Alberto_Gonzales_0001.jpg
191,0.0,0.0,0.0,0.0,0.46,0.0,0.01,0.0,0.0,0.0,Alberto_Ruiz_Gallardon_0001.jpg
192,0.0,0.0,0.0,0.01,0.26,0.07,0.05,0.02,0.0,0.0,Alberto_Ruiz_Gallardon_0002.jpg
193,0.0,0.0,0.01,0.01,0.1,0.1,0.09,0.02,0.0,0.0,Alberto_Sordi_0001.jpg
194,0.0,0.0,0.0,0.01,0.35,0.0,0.01,0.01,0.0,0.0,Albert_Brooks_0001.jpg
195,0.0,0.0,0.0,0.0,0.03,0.06,0.1,0.01,0.0,0.0,Albert_Costa_0001.jpg
196,0.0,0.0,0.0,0.0,0.15,0.14,0.09,0.01,0.0,0.0,Albert_Costa_0002.jpg
197,0.0,0.0,0.0,0.0,0.1,0.03,0.08,0.02,0.0,0.0,Albert_Costa_0003.jpg
198,0.0,0.0,0.0,0.0,0.08,0.11,0.08,0.01,0.0,0.0,Albert_Costa_0004.jpg
199,0.0,0.0,0.0,0.0,0.06,0.11,0.02,0.0,0.0,0.0,Albert_Costa_0005.jpg
200,0.0,0.0,0.0,0.0,0.41,0.03,0.02,0.01,0.0,0.0,Albert_Costa_0006.jpg
201,0.0,0.0,0.0,0.0,0.3,0.03,0.01,0.01,0.0,0.0,Albert_Montanes_0001.jpg
202,0.0,0.0,0.0,0.0,0.12,0.05,0.02,0.0,0.0,0.0,Albert_Pujols_0001.jpg
203,0.0,0.0,0.0,0.0,0.33,0.07,0.03,0.01,0.0,0.0,Albrecht_Mentz_0001.jpg
204,0.0,0.0,0.0,0.02,0.33,0.07,0.03,0.0,0.0,0.0,Albrecht_Mentz_0002.jpg
205,0.0,0.0,0.0,0.06,0.27,0.07,0.04,0.01,0.0,0.0,Aldo_Paredes_0001.jpg
206,0.0,0.0,0.0,0.0,0.32,0.05,0.01,0.01,0.0,0.0,Aldo_Paredes_0002.jpg
207,0.0,0.0,0.0,0.01,0.4,0.09,0.02,0.0,0.0,0.0,Alecos_Markides_0001.jpg
208,0.0,0.0,0.0,0.0,0.21,0.09,0.03,0.01,0.01,0.0,Alec_Baldwin_0001.jpg
209,0.0,0.0,0.04,0.03,0.22,0.03,0.0,0.0,0.0,0.0,Alec_Baldwin_0002.jpg
210,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.01,0.02,0.0,Alec_Baldwin_0003.jpg
211,0.0,0.0,0.0,0.0,0.43,0.01,0.02,0.01,0.01,0.0,Alec_Baldwin_0004.jpg
212,0.0,0.0,0.0,0.0,0.26,0.05,0.04,0.01,0.01,0.01,Alejandro_Atchugarry_0001.jpg
213,0.0,0.0,0.0,0.01,0.13,0.06,0.05,0.01,0.0,0.0,Alejandro_Atchugarry_0002.jpg
214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alejandro_Avila_0001.jpg
215,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.0,Alejandro_Avila_0002.jpg
216,0.0,0.0,0.0,0.0,0.12,0.0,0.04,0.03,0.0,0.0,Alejandro_Avila_0003.jpg
217,0.0,0.0,0.0,0.0,0.14,0.12,0.09,0.02,0.01,0.0,Alejandro_Fernandez_0001.jpg
218,0.0,0.0,0.0,0.0,0.14,0.13,0.08,0.02,0.01,0.0,Alejandro_Gonzalez_Inarritu_0001.jpg
219,0.0,0.0,0.0,0.01,0.34,0.02,0.03,0.03,0.01,0.0,Alejandro_Lembo_0001.jpg
220,0.0,0.0,0.0,0.0,0.09,0.01,0.04,0.02,0.01,0.0,Alejandro_Lerner_0001.jpg
221,0.0,0.0,0.0,0.01,0.15,0.08,0.02,0.0,0.0,0.0,Alejandro_Lopez_0001.jpg
222,0.0,0.0,0.0,0.0,0.19,0.04,0.02,0.01,0.01,0.0,Alejandro_Toledo_0001.jpg
223,0.0,0.0,0.0,0.01,0.43,0.04,0.06,0.01,0.01,0.0,Alejandro_Toledo_0002.jpg
224,0.0,0.0,0.0,0.0,0.16,0.01,0.04,0.02,0.0,0.0,Alejandro_Toledo_0003.jpg
225,0.0,0.0,0.0,0.0,0.19,0.1,0.04,0.01,0.0,0.0,Alejandro_Toledo_0004.jpg
226,0.0,0.0,0.0,0.0,0.13,0.08,0.04,0.01,0.0,0.0,Alejandro_Toledo_0005.jpg
227,0.0,0.0,0.0,0.0,0.03,0.14,0.11,0.01,0.01,0.0,Alejandro_Toledo_0006.jpg
228,0.0,0.0,0.0,0.02,0.28,0.04,0.03,0.02,0.0,0.0,Alejandro_Toledo_0007.jpg
229,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.02,0.0,0.0,Alejandro_Toledo_0008.jpg
230,0.0,0.0,0.0,0.03,0.47,0.04,0.02,0.0,0.0,0.0,Alejandro_Toledo_0009.jpg
231,0.0,0.0,0.0,0.0,0.2,0.07,0.04,0.01,0.01,0.0,Alejandro_Toledo_0010.jpg
